entity_id,period,revenue,ebitda_margin,leverage_ratio,interest_rate,capex_pct_revenue
0,0,74171225.16419919,0.46322684820277377,2.9373845917652184,0.04235588616264741,0.0693032152638477
0,1,65220183.18189963,0.514293422022438,5.852689448361639,0.0468995500531971,0.04136193608923884
0,2,76095547.58021761,0.6429479271764048,3.6828845467152704,0.058822102703091704,0.0746560560661099
0,3,55321316.98428174,0.6437128848893642,5.016985203609459,0.07749780080471154,0.07837548662171051
0,4,53495222.4763534,0.4649739824614727,3.4918122276449663,0.03183005325102225,0.06349069973412552
0,5,88392852.3421985,0.7495889169933574,4.762426316074816,0.05294130845832036,0.036987624180465487
0,6,86146976.5576857,0.6474244576857046,4.116394540371238,0.03539758093708899,0.058437059797644686
0,7,58817094.85896295,0.7276744771646725,4.09813796401707,0.042801844545373884,0.05767897003289979
0,8,87267671.03718214,0.8528903989230725,4.270434810142062,0.027800371446181395,0.04169697429326703
0,9,45454350.09184078,0.6811769587701438,4.690247629292057,0.049177312897111254,0.05031934307200353
0,10,78822582.60261199,0.7345252145249626,5.0843669769426985,0.035407886468417867,0.05505223875516818
0,11,79582013.44716357,0.7869749108967977,4.4043381469123215,0.024570706698931584,0.034382495965805046
0,12,38683362.46350458,0.7903860195243007,6.059073957343278,0.03663031175460413,0.06584450945794978
0,13,45197526.868011765,0.7699106512872846,2.4272154921691818,0.04643634137876421,0.0589609784470948
0,14,51770964.424195394,0.6711069313018969,4.5262225746281315,0.06590991901734118,0.062492330077741
0,15,43601451.67012105,0.5520797373497144,4.928245270979411,0.06322793078642372,0.059382228608885604
0,16,50835189.879688956,0.8681167227010366,4.233332763481472,0.02621976172147821,0.05411517184714501
0,17,74432671.68630117,0.9071733254332124,4.821253754812603,0.03194044101785809,0.05603362012357689
0,18,51400645.07151285,0.6994079083654556,3.2572154966090263,0.024664140708200256,0.06361200465199059
0,19,64262510.56005013,0.7455224257428504,3.0780674802995707,0.030515057499955915,0.057742623469574164
1,0,153834497.8153076,0.8052407251987579,4.9619411593270355,0.038891040769324446,0.04279825452838014
1,1,50530361.015914105,0.7499829605175842,4.691989936288126,0.039336930348292914,0.055942918019322455
1,2,110707339.54302737,0.5928396606016676,6.342907190395191,0.043065646320389527,0.07684065752668896
1,3,37986307.3667637,0.8644548531234026,6.253733150690643,0.029243039348566306,0.04551618364500474
1,4,84929386.13832133,0.7252203973901895,6.18897823357646,0.0418851249618593,0.06388293368064288
1,5,28916738.13326884,0.8947928522527628,4.099051871159025,0.0536523913739408,0.06694920019577709
1,6,66469423.11070308,0.5264596231709918,6.104877728931292,0.03891592598549592,0.07624042146560137
1,7,60036092.034625724,0.8933366386809102,4.773873996166686,0.08674714349231176,0.05980212766171864
1,8,46674225.77946373,0.800593950763852,5.947024345065881,0.03275416493748546,0.06984085441625809
1,9,27814955.123677004,0.801284197448807,5.848632876951173,0.03962564512041759,0.07337453158761625
1,10,36513108.89356873,0.9468846920877557,7.986080603088489,0.028682445779897297,0.05972168318782259
1,11,75272259.13992237,0.8738285790161093,5.021719289359942,0.036412366560359066,0.03768066975960293
1,12,37884085.592322454,0.6775718949134814,5.065846227054167,0.05523352049531758,0.04968152284160141
1,13,75580023.23889337,0.841926953262343,4.383256081903813,0.07637884589652749,0.05856163258713863
1,14,76617695.5951238,0.6125497613518069,5.9293715437066385,0.044105303964572184,0.0762420934509031
1,15,32676463.472038627,0.920156768881622,4.816460645227823,0.04140887867095716,0.06894981772890646
1,16,62997442.78222306,0.48613695111616456,4.215779682588379,0.042978887441834986,0.0433231658750423
1,17,56583850.03978371,0.2639946632171196,5.536593616437826,0.036936407289629256,0.04897320398634645
1,18,43091684.25410189,0.6106921067159865,5.9128942667732325,0.0465013471276611,0.07242802443868124
1,19,78263920.04365367,0.7923607792563576,5.687500721513824,0.028624534279998556,0.06473990644092492
2,0,60838877.61228703,0.5919525234639385,2.6135516932161114,0.03995162419628625,0.07794401229545403
2,1,53366195.64145218,0.9051216616634636,4.539338511451513,0.028297889734059323,0.03475245987822006
2,2,74387895.27281189,0.9853469276716431,4.5864402878790935,0.04615117239311207,0.05460766077877145
2,3,28765999.917502847,0.9102996407035129,4.94202793524079,0.05254818061450711,0.06871607080709216
2,4,90921356.44904147,0.7877073332785147,3.463985682312742,0.038997466204747776,0.03788058243124998
2,5,76542564.72841695,0.8261335124924916,3.6076941254249233,0.031851366132390965,0.06901507469546961
2,6,92041864.11076668,0.6071492616955931,5.164939801588912,0.08194523916258172,0.061853694199560376
2,7,29461388.01628213,0.8335118039651859,2.57728855072929,0.028001584972960493,0.052927404089927556
2,8,47790884.76527207,0.734936161027861,1.727875876040827,0.041432324226459066,0.04419542189320195
2,9,78904933.20870334,0.8699857359498803,5.412159702451024,0.043663769771280427,0.03144997516022347
2,10,49532060.00978402,0.5911771106956034,5.125400706878535,0.03763760341292468,0.030271491706435023
2,11,91496165.00096464,0.7980766641844129,3.686082671813788,0.051038765350387934,0.07638977150861402
2,12,71065747.86509651,0.8248726244051977,4.382298634955848,0.06118065506573249,0.061500592228819935
2,13,46970988.844729125,0.8208983447601745,5.464302023254322,0.06830522253753896,0.06057718029885348
2,14,76831939.24902707,0.6474520548933597,5.613956389882182,0.033996414566856384,0.03917666144401595
2,15,42802156.10140017,0.7027928867353703,4.9343062247146126,0.06057933180879887,0.0450671316257359
2,16,36370074.78765464,0.6744043491676867,4.3426349637559865,0.045258389089064856,0.053708436474130906
2,17,150698575.59406543,0.5807734180389936,4.899684447141906,0.040447159744871314,0.05059054482927851
2,18,47046756.18486226,0.7696936312965986,4.148170096021486,0.07288804455640682,0.04127964341021055
2,19,44685675.67205604,0.8045817227757612,5.2430053403704715,0.03681766414009843,0.057457219179983976
3,0,41583944.84633036,0.7036101583033705,4.60982421380785,0.04852059794015795,0.05518164625915496
3,1,61333513.6921876,0.8005993115887174,5.234983092660078,0.049770918613651224,0.07209966055197316
3,2,76028023.67831801,0.7582776943217004,2.3023126989418516,0.036858013900507025,0.07135867122603431
3,3,36106218.5658187,0.9019539146432558,0.9425653945900185,0.03462952447061594,0.07977322362918185
3,4,78135394.64181037,0.9094073794904847,4.619372967618887,0.03972279019995815,0.04045288293011207
3,5,75365343.38389413,0.6678760843020042,3.335820576418305,0.031232105315639865,0.07951608321631362
3,6,60822017.13534712,0.6594774101626886,4.809874587987235,0.06518117403753668,0.03753364869066201
3,7,45062057.8768835,0.9143839968070427,3.853474418858708,0.05751806527770568,0.05466449879253333
3,8,47935824.75106459,0.48486064014848956,4.195946917262382,0.038861335781785224,0.03290542408607237
3,9,43863170.41488803,0.7418956274030327,4.8557016009703915,0.07505921007981588,0.0552395741451749
3,10,58070405.058125354,0.8607609054949444,3.883474752275772,0.031221784896097168,0.04992762533507703
3,11,75053972.90357094,0.6049767298788856,4.3084220310935795,0.03351122427112425,0.05241036641284358
3,12,70787248.39266661,0.5186245452745321,4.727812071404932,0.02634579114547274,0.0610178854829022
